ID,c1.txt_sc0,c10.txt_sc0,c11.txt_sc0,c12.txt_sc0,c13.txt_sc0,c14.txt_sc0,c14.txt_sc1,c14.txt_sc2,c14.txt_sc3,c15.txt_sc0,c16.txt_sc0,c17.txt_sc0,c18.txt_sc0,c19.txt_sc0,c2.txt_sc0,c20.txt_sc0,c21.txt_sc0,c22.txt_sc0,c22.txt_sc1,c22.txt_sc2,c22.txt_sc3,c22.txt_sc4,c23.txt_sc0,c3.txt_sc0,c4.txt_sc0,c5.txt_sc0,c6.txt_sc0,c7.txt_sc0,c8.txt_sc0,c9.txt_sc0
50,0,2,0.444444444,38,50,100,0,0,100,100,100,2,1,43,0,5,3,100,-1,-1,100,-1,0,0,0,0,0,5,0.8965517,1
40,0,0,0.142857143,49,50,100,0,100,100,100,100,2,1,286,0,9,1,100,100,-1,100,-1,33,0,0,0,0,4,18.571428,3
40,2,1,0.071428571,422,29.62963,100,0,0,0,77.77777863,74.07407379,27,58,474,0.6,103,5,97,100,-1,100,-1,59,0.4,0,0,0,11,1.0836815,0
48,0,2,0.148148148,418,26.190475,100,0,0,100,83.33333588,83.33333588,42,56,443,0,104,1,100,-1,-1,90,-1,55,1,0,0,0,6,1.4678416,3
42,0,0,-1,59,0,0,0,0,0,0,0,0,0,64,0,6,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,1.943761,0
50,3,0,0.1875,105,66.666664,100,0,0,0,100,100,3,2,110,0,19,2,100,-1,-1,100,-1,41,1,1,0,1,6,0.9653525,4
50,1,6,0.101694915,365,61.53846,100,0,0,100,92.30769348,92.30769348,13,17,439,0.33333334,56,13,27,100,-1,53,-1,50,0.6666667,0,0,0,5,2.0667922,0
40,15,9,0.12,342,37.5,100,0,0,0,68.75,68.75,16,57,374,0.15384616,71,1,67,100,-1,-1,-1,51,0.84615386,1,0,0.6363636,5,1.7880098,8
58,0,2,0.222222222,47,50,100,0,100,0,100,100,2,1,187,0,5,2,100,100,-1,100,-1,0,0,0,0,0,5,10.557895,0
48,14,3,0.333333333,282,41.17647,100,0,0,0,100,100,17,17,1226,0,59,9,36,-1,-1,57,100,49,1,0,0,0,6,7.264988,1
40,12,2,0.363636364,265,35.294117,100,0,0,0,88.23529053,88.23529053,17,19,727,1,42,7,63,100,-1,50,-1,0,0,0,0,0,2,2.7142081,0
50,0,0,-1,39,0,0,0,0,0,0,0,0,0,43,0,5,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,3.12749,0
52,2,9,0.073170732,217,57.142857,100,0,0,0,100,100,7,14,224,1,22,9,58,-1,-1,100,-1,50,0,0,0,0,3,1.4740099,0
50,0,0,0.333333333,47,100,100,0,100,0,100,100,1,1,58,1,12,1,100,100,-1,100,-1,33,0,0,0,0,6,0.95679015,3
58,3,0,0.333333333,68,50,100,0,0,100,100,100,2,2,69,0,12,1,75,-1,-1,100,-1,0,1,1,0,1,4,1.1280488,0
40,0,0,0.285714286,131,38.46154,100,0,0,0,100,100,13,15,136,0,6,2,100,100,-1,-1,100,0,0,0,0,0,5,1.333171,2
48,28,5,0.153846154,527,38.46154,100,0,0,0,97.43589783,97.43589783,39,54,1195,0,95,4,92,-1,-1,100,-1,51,0,0,0,0,4,2.3354342,0
58,3,0,0.214285714,75,50,100,0,0,100,100,100,2,1,76,0,13,3,100,100,-1,83,-1,0,0,0,0,0,3,1.2414131,0
50,0,0,-1,16,0,0,0,100,0,0,0,0,0,19,0,4,0,-1,50,-1,-1,-1,0,0,0,0,0,0,3.2592592,0
50,0,3,0.083333333,224,54.83871,100,0,100,100,100,100,31,27,584,0,10,4,81,87,-1,100,-1,42,1,1,0,0,3,3.8614583,7
52,0,1,0.25,37,66.666664,100,0,0,100,100,100,3,2,142,0,15,1,100,-1,-1,100,-1,41,0,0,0,0,3,7.5961537,0
50,2,1,0.333333333,71,75,100,0,0,100,100,100,4,7,77,0,16,1,100,-1,-1,100,-1,0,1,0,0,0,4,1.3573114,0
48,0,0,0.083333333,244,100,100,0,0,0,100,100,1,1,258,0.5,131,1,75,-1,-1,90,-1,62,0.5,0,0,0,7,0.47512484,21
42,20,5,0.166666667,388,37.5,100,0,0,0,83.33333588,83.33333588,24,40,938,0.5675676,69,11,50,-1,-1,66,-1,50,0.43243244,0,0,0,3,2.7431378,0
48,2,1,0.5,35,100,100,0,100,100,100,100,1,1,40,0.6666667,8,5,100,100,-1,100,-1,25,0.33333334,0,0,0,3,2.1516035,0
40,3,1,0.375,58,50,100,0,0,100,100,100,2,3,63,0,8,2,100,-1,100,100,-1,25,0,0,0,0,4,1.7534014,2
50,0,0,-1,39,0,0,0,0,0,0,0,0,0,43,0,5,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,3.12749,0
30,0,0,0.25,33,100,100,0,0,100,100,100,2,2,41,0,9,3,100,-1,-1,100,-1,40,0,0,0,0,3,1.4966443,0
42,0,0,0.5,67,0,0,0,0,0,0,0,0,3,77,0,11,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,2.4146342,0
40,0,0,0.2,186,66.666664,100,0,0,0,100,100,12,10,562,0,4,2,100,100,-1,100,-1,33,0,0,0,0,5,3.7442923,0
72,1,0,0.3,64,33.333332,100,0,0,0,66.66666412,66.66666412,3,3,247,0,16,5,66,100,-1,66,-1,71,0,0,0,0,3,7.6416187,0
52,35,6,0.15625,603,41.666668,100,0,0,0,77.77777863,75,36,62,885,0.3617021,83,9,96,100,-1,100,-1,51,0.63829786,0.6666667,0,0.4,4,3.2763016,0
50,0,0,-1,39,0,0,0,0,0,0,0,0,0,43,0,5,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,3.12749,0
40,0,0,0.333333333,40,50,100,0,0,0,100,100,2,4,45,0,7,7,100,100,-1,-1,-1,0,0,0,0,0,3,2.6239555,0
68,0,1,0.142857143,45,75,100,0,100,100,100,100,4,7,54,0,13,4,100,100,-1,100,-1,37,1,0,0,0,4,2.3216374,4
30,29,2,0.102564103,542,25,100,0,0,0,90,90,40,51,1229,0,80,7,95,-1,-1,90,100,49,0,0,0,0,6,2.2980578,0
50,0,1,0.4,33,50,100,0,0,100,100,100,2,1,37,0,8,4,66,-1,-1,100,-1,25,1,1,0,0.5,2,1.965616,0
58,0,2,0.222222222,47,50,100,0,100,0,100,100,2,1,186,0,5,2,100,100,-1,100,-1,0,0,0,0,0,5,10.736842,0
24,0,2,0.333333333,44,100,100,0,0,100,100,100,1,1,94,0,12,1,66,-1,-1,40,-1,37,1,1,0,0.25,3,1.5104477,0
48,1,1,0.2,104,33.333332,100,0,0,0,100,100,3,1,614,0.5,25,2,90,100,-1,100,-1,52,0.5,0,0,0,5,3.8330657,3
52,14,9,0.106382979,317,50,100,0,0,0,75,75,12,12,344,0.8333333,48,13,88,-1,-1,60,-1,48,0.16666667,0.5,0,0,4,1.3990896,0
50,1,6,0.101694915,365,61.53846,100,0,0,100,92.30769348,92.30769348,13,17,439,0.33333334,56,13,27,100,-1,53,-1,50,0.6666667,0,0,0,5,2.064099,0
50,0,0,0.4,29,100,100,0,100,100,100,100,1,1,102,0,5,1,100,100,-1,100,-1,0,0,0,0,0,3,6.079208,1
54,0,0,0.222222222,34,100,100,0,100,100,100,100,1,1,143,0,5,0,100,100,-1,100,-1,33,0,0,0,0,3,11.290322,0
40,0,0,0.25,38,50,100,0,0,0,100,100,4,4,43,0,7,7,100,100,-1,-1,-1,0,1,0,0,1,3,2.3527777,0
48,0,3,0.5,81,50,100,0,0,0,100,100,2,1,488,0,22,6,100,-1,-1,100,-1,47,0,0,0,0,5,5.5698113,1
52,0,2,0.3,51,100,100,0,0,100,100,100,1,1,53,0,9,7,100,-1,-1,100,-1,42,1,1,0,0.5,5,1.5,0
40,1,3,0.3,78,60,100,0,0,0,100,100,5,22,80,1,3,2,55,100,-1,83,-1,0,0,0,0,0,3,1.6965725,0
40,13,2,0.152173913,384,34.615383,100,0,0,0,73.07691956,65.38461304,26,32,859,0,51,3,42,-1,-1,36,-1,0,0,0,0,0,3,2.5093262,2
40,13,1,0.2,260,38.88889,100,0,0,0,94.44444275,94.44444275,18,20,471,0,38,3,54,-1,-1,44,-1,0,0,0,0,0,4,2.3715312,0
50,0,0,-1,39,0,0,0,0,0,0,0,0,0,43,0,5,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,3.1434262,0
50,0,0,-1,54,0,0,0,0,0,0,0,0,0,67,0,14,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,3.2915254,0
30,29,2,0.102564103,542,25,100,0,0,0,90,90,40,51,1229,0,80,7,95,-1,-1,90,100,49,0,0,0,0,6,2.2978597,0
40,0,5,0.210526316,262,40.909092,100,0,0,100,100,100,22,17,1087,0.55,34,1,73,100,100,100,-1,57,0.45,0.33333334,0,0.44444445,6,16.752213,5
42,0,0,0.2,29,50,100,0,0,100,100,100,2,1,110,0,6,0,100,-1,-1,100,-1,33,0,0,0,0,3,6.6707315,0
42,0,1,0.230769231,86,33.333332,100,0,0,100,100,100,3,5,309,0.375,14,16,100,-1,-1,100,-1,40,0.625,0,0,0.6,3,10.655319,0
50,0,0,-1,41,0,0,0,100,0,0,0,0,11,48,1,8,0,-1,100,-1,-1,-1,0,0,0,0,0,0,4.2827005,0
48,0,3,0.25,65,57.142857,100,0,0,100,100,100,7,4,242,0,14,5,75,-1,-1,100,-1,42,0,0,0,0,3,9.811594,0
52,2,1,0.25,105,50,100,0,100,100,100,100,2,1,110,1,11,3,100,50,-1,100,-1,40,0,0,0,0,4,1.5550693,0
48,24,3,0.230769231,406,33.333332,100,100,100,100,92.59259033,92.59259033,27,34,426,0,68,8,75,100,-1,57,100,48,1,1,0,0.8,5,1.4190966,0
40,0,0,0.333333333,51,80,100,100,100,0,100,100,5,3,55,0,5,3,100,100,-1,100,100,0,0,0,0,0,7,0.98722047,0
40,0,0,0.5,29,50,100,0,0,100,100,100,2,1,99,0,8,0,100,-1,-1,100,-1,40,0,0,0,0,3,7.0441175,0
50,0,0,-1,39,0,0,0,0,0,0,0,0,0,43,0,5,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,3.1434262,0
50,0,3,0.333333333,223,51.515152,100,0,0,100,100,100,33,29,509,0,10,4,70,87,-1,100,-1,50,1,1,0,0,4,3.498088,3
40,25,1,0.133333333,474,51.851852,100,0,0,0,92.59259033,92.59259033,27,31,508,0,53,21,96,-1,-1,66,-1,0,1,1,0,0.6666667,3,1.8128413,0
42,0,0,-1,71,0,0,0,0,0,0,0,0,2,82,0,12,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2.2126245,0
72,0,0,0.375,56,66.666664,100,0,0,0,66.66666412,100,3,7,140,0,21,5,100,100,-1,100,-1,54,0,0,0,0,3,2.1613588,1
48,12,0,0.3,176,72.72727,100,0,100,100,81.8181839,81.8181839,11,12,189,0,27,3,75,100,-1,66,-1,45,1,1,0,0.5,5,1.3469387,0
40,0,0,0.5,41,50,100,0,0,100,100,100,2,1,46,0,19,0,100,-1,-1,100,-1,54,0,0,0,0,3,1.1559829,0
50,1,5,0.133333333,357,61.53846,100,0,0,100,92.30769348,92.30769348,13,17,426,0.5,58,10,27,100,-1,55,-1,52,0.5,0,0,0,5,2.0420122,0
40,0,2,0.357142857,75,66.666664,100,0,100,100,100,100,6,13,79,0,5,3,100,100,-1,71,-1,0,0,0,0,0,3,1.4702381,0
40,3,1,0.3,58,50,100,0,0,100,100,100,2,3,63,0,9,2,100,-1,100,100,-1,40,0,0,0,0,4,1.7470489,2
40,0,9,0.12,275,43.75,100,0,0,0,68.75,68.75,16,57,307,0,77,0,65,100,-1,-1,-1,58,0,0,0,0,5,1.6654449,6
50,0,0,0.333333333,25,50,100,0,0,100,100,100,2,1,29,0.5,6,1,100,-1,-1,100,-1,33,0.5,0,0,0,3,1.7355372,1
42,0,0,-1,30,0,0,0,0,0,0,0,0,0,34,0,5,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,2.6527197,0
52,1,0,0.272727273,88,40,100,0,100,100,100,100,10,10,252,0,16,0,100,100,-1,100,-1,46,0,0,0,0,4,8.169082,0
48,0,2,0.25,36,50,100,0,0,100,100,100,2,1,44,0,16,1,100,-1,-1,100,-1,0,0,0,0,0,3,1.0338984,1
50,16,8,0.153846154,290,57.142857,100,0,0,0,95.23809814,100,21,23,420,0.46666667,62,5,100,-1,-1,100,-1,0,0.53333336,0.875,0,0.5,3,2.013906,8
50,3,0,0.428571429,51,100,100,0,0,0,100,100,1,1,56,1,8,2,100,-1,-1,100,-1,25,0,0,0,0,6,1.3787167,0
52,3,6,0.176470588,75,50,100,0,0,0,100,100,2,1,83,1,6,8,75,-1,-1,100,-1,0,0,0,0,0,3,2.0876994,0
40,25,1,0.153846154,540,30.76923,100,0,0,100,100,100,52,58,641,0.2857143,102,20,100,100,-1,100,-1,48,0.71428573,0.8,0,0.6,4,1.4788809,0
50,20,6,0.15625,490,42.307693,100,100,100,0,73.07691956,73.07691956,26,59,843,0.16666667,54,7,87,100,-1,100,100,51,0.8333333,1,0,0.6,4,2.450646,1
42,0,0,0.157894737,110,57.142857,100,0,0,100,100,100,7,5,485,1,25,6,75,-1,-1,100,100,45,0,0,0,0,5,9.451389,2
42,0,2,0.6,89,66.666664,100,0,0,0,100,100,3,1,543,1,24,5,100,-1,-1,100,-1,45,0,0,0,0,6,9.825641,0
40,3,0,0.222222222,58,50,100,0,0,0,100,100,2,1,66,0,9,6,100,-1,-1,100,-1,40,0,0,0,0,4,1.4853504,0
48,0,3,0.333333333,35,50,100,0,0,100,100,100,2,1,37,0,4,5,100,-1,-1,100,-1,33,1,0,0,0,5,1.6529562,0
42,0,0,-1,55,0,0,0,0,0,0,0,0,0,61,0,7,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,2.0197802,0
50,0,0,-1,12,0,0,0,100,0,0,0,0,0,20,0,9,0,-1,100,-1,-1,-1,0,0,0,0,0,0,3.353846,0
50,0,3,0.444444444,279,50,100,0,0,0,100,100,2,1,1818,0.75,9,6,100,100,-1,100,-1,40,0.25,0,0,0,5,14.914835,3
48,0,2,0.25,39,50,100,0,0,0,100,100,2,1,217,0.5,17,3,100,-1,-1,100,-1,41,0.5,0,0,0,6,7.1010103,0
32,0,0,0.333333333,43,50,100,0,100,100,100,100,2,1,163,0,17,2,100,100,-1,100,-1,46,0,0,0,0,4,11.75,2
40,0,1,0.285714286,51,100,100,0,100,0,100,100,1,2,54,0,19,0,66,100,-1,-1,-1,54,0,0,0,0,4,1.0769231,0
42,0,0,-1,47,50,100,0,0,100,100,100,2,3,191,0,12,1,100,100,-1,100,-1,44,0,0,0,0,4,8.368421,0
52,1,0,0.4,44,66.666664,100,0,0,100,100,100,3,2,165,0,16,2,100,-1,-1,100,-1,46,0,0,0,0,4,6.3006535,2
48,13,4,0.181818182,360,47.058823,100,0,0,100,70.58823395,70.58823395,17,17,938,0.5,94,20,52,-1,-1,80,-1,48,0.5,0.7,0,0.1,4,3.7044425,1
42,0,0,0.5,34,50,100,0,0,100,100,100,2,1,131,0,11,1,100,-1,-1,100,-1,37,0,0,0,0,4,11.3396225,0
32,0,0,0.2,37,50,100,0,100,100,100,100,2,1,155,0,11,1,50,100,-1,100,-1,33,0,0,0,0,3,11.625,1
50,0,1,0.2,144,80,100,0,0,0,100,100,10,11,212,0,22,6,83,-1,-1,100,100,47,1,0,0,0,4,1.8267457,0
58,4,0,0.1875,74,75,100,0,0,50,75,75,4,3,76,0.6666667,9,4,100,-1,-1,66,-1,0,0.33333334,1,0,1,6,1.4912791,0
72,1,9,0.073170732,212,57.142857,100,0,0,0,100,100,7,14,220,1,23,8,58,-1,-1,100,-1,0,0,0,0,0,3,1.4386129,0
40,0,2,0.454545455,31,50,100,0,100,0,100,100,2,1,36,0,6,2,100,100,-1,100,-1,0,0,0,0,0,5,1.565,1
50,0,2,0.285714286,78,25,100,0,100,100,100,100,4,3,211,0.5,24,11,100,100,-1,50,-1,47,0.5,0.6666667,0,0,4,5.633333,0
42,0,0,-1,29,0,100,0,0,0,0,0,0,3,34,0,6,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,1.9502075,0
52,0,1,0.153846154,62,50,100,0,100,100,100,100,2,1,65,1,7,3,100,100,-1,75,-1,40,0,0,0,0,4,1.8945737,0
50,0,0,-1,27,0,0,0,100,0,0,0,0,0,30,0,4,0,-1,100,-1,-1,-1,0,0,0,0,0,0,1.8242677,0
48,1,4,0.111111111,206,35,100,0,0,0,95,100,20,20,713,0,23,3,100,100,-1,100,-1,43,1,0,0,0,5,2.6946266,0
50,3,0,0.5,57,50,100,0,0,0,100,100,2,1,63,0,8,2,100,-1,-1,100,-1,25,0,0,0,0,6,1.0741128,0
48,3,2,0.137931034,148,58.333332,100,0,100,100,91.66666412,100,12,10,696,0,40,8,88,100,-1,88,-1,48,1,0.07692308,0,0,4,10.828221,0
50,0,1,0.4,32,50,100,0,0,100,100,100,2,1,35,0,7,3,66,-1,-1,100,-1,25,1,1,0,0.5,2,1.9022988,0
42,0,1,0.25,279,88.888885,100,0,0,100,100,100,9,17,1032,0,25,1,100,100,-1,100,100,45,0,0,0,0,4,5.2001495,0
30,0,0,0.25,77,50,100,0,0,0,100,100,2,1,386,0,13,3,100,-1,-1,100,-1,44,0,0,0,0,4,7.442396,1
50,0,1,0.2,47,50,100,0,0,100,100,100,2,2,172,0.5,13,5,-1,100,-1,100,-1,42,0.5,1,0,0,5,9.579439,3
52,0,0,0.444444444,38,50,100,0,0,100,100,100,2,1,160,0,6,1,100,-1,-1,100,-1,33,0,0,0,0,5,11.630769,1
50,0,3,0.238095238,113,42.857143,100,0,0,100,100,92.85713959,14,14,376,0,17,7,100,-1,-1,87,-1,50,1,0.5,0.5,0.5,5,6.72549,0
52,0,0,0.333333333,26,66.666664,100,0,0,100,100,100,3,2,88,0,4,1,100,-1,-1,100,-1,33,0,0,0,0,4,7.2727275,0
60,0,6,0.157894737,175,37.5,100,0,0,100,87.5,87.5,8,9,656,1,22,16,60,-1,-1,50,-1,46,0,0,0,0,4,7.5157895,0
50,3,0,0.1875,106,66.666664,100,0,0,0,100,100,3,2,111,0.5,19,2,100,-1,-1,100,-1,41,0.5,1,0,1,6,0.9727165,4
58,2,2,0.25,168,29.411764,100,0,0,0,100,100,17,19,177,0,14,8,33,-1,-1,50,-1,41,0,0,0,0,3,1.6877015,2
48,0,3,0.4,122,54.545456,100,0,0,100,100,100,11,11,152,0,32,4,100,-1,-1,100,-1,46,0,0,0,0,4,1.3048643,0
40,0,1,0.285714286,51,100,100,0,100,0,100,100,1,2,54,0,19,0,66,100,-1,-1,-1,54,0,0,0,0,4,1.0711175,0
42,0,5,0.133333333,289,53.125,100,0,0,100,100,100,32,32,1240,0,57,16,33,100,-1,50,-1,49,0,0,0,0,6,10.207232,0
30,37,3,0.147058824,690,50.909092,100,0,0,100,100,100,55,46,2793,0.33333334,114,18,39,-1,-1,52,-1,49,0.6666667,0.5,0,0.25,6,6.754653,0
58,0,0,0.125,65,50,100,0,100,100,100,100,2,1,246,0.33333334,7,4,100,100,-1,100,-1,33,0.6666667,1,1,0,3,8.089172,0
40,0,9,0.12,280,43.75,100,0,0,0,68.75,68.75,16,57,313,0,83,0,65,100,-1,-1,-1,58,0,0,0,0,5,1.6313713,8
40,25,1,0.153846154,540,30.76923,100,0,0,100,100,100,52,58,641,0.2857143,102,20,100,100,-1,100,-1,48,0.71428573,0.8,0,0.6,4,1.4782019,0
32,0,0,0.428571429,35,100,100,0,0,100,100,100,1,1,129,0,13,3,100,-1,-1,50,-1,40,1,0,0,0,4,12,0
50,0,0,-1,12,0,0,0,100,0,0,0,0,0,15,0,4,0,-1,100,-1,-1,-1,0,0,0,0,0,0,3.2769232,0
40,0,1,0.176470588,269,43.75,100,0,0,0,68.75,68.75,16,60,304,0,80,0,70,100,-1,-1,-1,62,0,0,0,0,5,1.5824213,2
48,3,5,0.181818182,244,50,100,0,100,100,100,100,10,31,249,0.22222222,40,11,64,100,-1,75,-1,47,0.7777778,0.85714287,0,0.5714286,4,1.2234354,1
50,0,1,1,32,50,100,0,0,100,100,100,2,1,35,0,7,3,66,-1,-1,100,-1,25,1,1,0,0.5,2,1.6091954,1
52,10,5,0.121212121,215,30.76923,100,0,0,0,100,100,13,12,228,0.47619048,42,9,50,100,-1,100,-1,54,0.52380955,0.09090909,0,0.8181818,4,2.211959,0
40,3,2,0.333333333,52,50,100,0,0,100,100,100,2,1,69,0,18,3,100,-1,-1,100,-1,0,0,0,0,0,5,1.5383502,0
40,0,2,0.238095238,181,55,100,0,100,100,100,90,20,14,634,0,37,6,88,100,-1,80,-1,54,0,0,0,0,6,4.4760847,1
58,3,0,0.214285714,74,50,100,0,0,100,100,100,2,1,75,0,14,3,100,100,-1,66,-1,0,0,0,0,0,3,1.258517,0
42,0,0,0.5,35,33.333332,100,0,0,100,100,100,3,1,137,0,11,1,100,-1,-1,100,-1,37,0,0,0,0,4,11.5,0
54,0,3,0.181818182,261,50,100,100,0,100,100,100,28,30,285,1,29,21,55,-1,-1,69,100,46,0,0,0,0,4,1.6094933,3
48,2,1,0.5,151,75,100,0,0,0,87.5,75,8,8,365,0.2982456,26,7,85,100,-1,100,-1,45,0.7017544,0.225,0,0.575,4,3.8968825,0
42,0,0,-1,40,0,0,0,0,0,0,0,0,0,47,0,8,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,2.5783973,0
48,2,3,0.444444444,45,50,100,0,100,100,100,100,2,1,50,0.5,11,3,50,100,-1,100,-1,42,0.5,0,0,1,4,1.1632653,0
58,3,5,0.1875,78,33.333332,100,0,100,100,100,100,3,3,83,0,12,6,100,100,-1,60,-1,40,1,1,0,1,4,2.0501792,5
40,0,0,0.5,41,50,100,0,0,100,100,100,2,1,53,0,13,3,100,-1,-1,100,-1,0,0,0,0,0,5,0.98577523,0
40,0,1,0.071428571,425,29.62963,100,0,0,0,77.77777863,74.07407379,27,58,477,0,110,3,93,100,-1,100,-1,60,0,0,0,0,9,1.3055457,0
40,3,1,0.25,51,50,100,0,0,100,100,100,2,1,55,0,6,3,100,-1,100,100,-1,33,0,0,0,0,3,1.5157895,4
40,7,4,0.102564103,275,52.38095,100,0,0,0,100,100,21,50,387,0.46153846,60,10,93,-1,-1,100,100,50,0.53846157,0.71428573,0,0.9285714,4,2.109303,0
50,0,0,0.333333333,24,50,100,0,0,100,100,100,2,1,28,1,5,1,100,-1,-1,100,-1,0,0,0,0,0,3,1.7905983,1
48,0,2,0.25,122,54.545456,100,0,0,100,100,100,11,11,152,0,32,4,100,-1,-1,100,-1,46,0,0,0,0,4,1.3016412,0
48,2,0,0.5,62,50,100,0,0,0,100,100,4,4,69,0,10,3,100,100,-1,100,-1,0,1,1,0,0,5,1.5474006,1
50,0,0,-1,39,0,0,0,0,0,0,0,0,0,43,0,5,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,3.1474104,0
40,0,3,0.125,99,50,100,0,100,100,50,50,2,1,199,0,56,1,100,100,-1,100,-1,50,0,0,0,0,3,1.2603062,0
40,1,0,0.5,38,66.666664,100,0,0,100,100,100,3,4,43,0,8,5,100,-1,-1,100,-1,33,0,0,0,0,3,1.6873385,0
40,12,3,0.166666667,372,22.222221,100,0,0,0,55.55555725,55.55555725,27,30,1067,0.8333333,68,5,61,-1,-1,33,-1,53,0.16666667,0,0,0,3,3.476238,0
58,0,2,0.181818182,213,31.25,100,100,100,0,100,100,16,14,906,0.8888889,23,4,100,100,-1,-1,100,47,0.11111111,1,1,0,4,10.08656,2
40,1,7,0.129032258,429,41.17647,100,0,0,0,100,100,34,44,435,0,8,8,60,100,-1,100,100,33,1,0,0,0,6,1.2837222,0
58,0,2,0.222222222,47,50,100,0,100,0,100,100,2,1,187,0,5,2,100,100,-1,100,-1,0,0,0,0,0,5,10.557895,0
58,3,0,1,39,50,100,0,0,100,100,100,2,1,40,0,4,1,50,-1,-1,100,-1,0,1,1,0,0.4,3,1.764268,0
50,3,2,0.136363636,130,33.333332,100,0,0,0,100,100,6,6,152,0,25,4,87,-1,-1,100,-1,44,0,0,0,0,9,1.1260284,0
48,2,1,0.5,151,75,100,0,0,0,87.5,75,8,8,365,0.2982456,26,7,85,100,-1,100,-1,45,0.7017544,0.225,0,0.575,4,3.897047,0
42,0,5,0.357142857,69,50,100,0,0,100,100,100,2,1,368,0,4,2,100,100,-1,100,-1,0,0,0,0,0,5,10.236994,0
40,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
48,0,2,0.230769231,113,35.714287,100,0,100,0,100,100,14,13,332,1,8,0,100,100,-1,100,-1,42,0,0,0,0,4,4.0104947,0
48,25,2,0.25,365,34.615383,100,0,100,100,96.15384674,96.15384674,26,34,385,0,62,5,84,100,-1,72,-1,0,1,1,0,0.6666667,3,1.6782897,0
30,29,2,0.105263158,545,25,100,0,0,0,90,90,40,51,1257,0,80,7,95,-1,-1,90,100,48,0,0,0,0,6,2.3044252,0
40,0,0,0.5,46,50,100,0,100,100,50,50,2,1,61,0,29,0,100,100,-1,100,-1,54,0,0,0,0,3,1.1823529,0
52,0,1,0.428571429,45,50,100,0,0,100,100,100,2,1,56,0,12,2,100,-1,-1,60,-1,37,0,0,0,0,4,1.1129771,1
50,0,2,0.3,51,100,100,0,0,100,100,100,1,1,54,0,10,7,100,-1,-1,100,-1,42,1,1,0,0.5,5,1.4991975,0
42,0,0,-1,37,0,0,0,0,0,0,0,0,6,43,0,7,1,-1,-1,-1,-1,-1,0,0,0,0,0,1,2.7538462,0
50,0,0,-1,28,0,0,0,100,0,0,0,0,0,31,0,4,0,-1,100,-1,-1,-1,0,0,0,0,0,0,1.9265306,0
50,2,0,0.6,44,50,100,0,0,100,100,100,2,2,103,0,11,1,100,-1,-1,66,-1,50,1,0,0,0,4,3.7470355,0
50,22,7,0.066666667,562,31.034483,100,0,0,100,79.31034851,79.31034851,29,33,933,0.72727275,100,6,100,100,-1,100,-1,0,0.27272728,0.6666667,0,0.22222222,6,2.3013043,15
48,2,1,0.25,39,100,100,0,100,100,100,100,1,1,44,0,7,2,100,100,-1,100,-1,33,1,0,0,0,4,0.99656945,0
48,0,0,0.307692308,50,50,100,0,0,100,100,100,2,1,228,0,10,6,50,100,-1,100,-1,42,0,0,0,0,4,9.55814,0
50,2,1,0.5,72,75,100,0,0,100,100,100,4,7,78,0,21,1,100,-1,-1,100,-1,0,1,0,0,0,4,1.336892,2
48,0,2,0.5,56,75,100,0,0,0,100,100,4,5,146,0,14,2,50,-1,-1,75,-1,37,0,0,0,0,3,4.7586207,1
48,0,2,0.125,122,42.857143,100,0,0,0,100,100,7,5,675,0.22222222,18,15,100,-1,-1,100,-1,0,0.7777778,0.21428572,0,0.071428575,6,10.697675,2
50,1,5,0.133333333,359,61.53846,100,0,0,100,92.30769348,92.30769348,13,17,429,1,56,10,27,100,-1,55,-1,52,0,0,0,0,5,2.0707264,0
52,1,3,0.214285714,77,60,100,0,0,0,80,100,5,12,317,0,16,6,60,-1,-1,100,-1,37,0,0,0,0,4,11.585799,1
50,3,0,0.6,256,33.333332,100,0,100,0,100,93.33333588,15,23,1068,1,70,7,100,100,-1,100,-1,50,0,0,0,0,6,3.2955377,2
50,0,4,0.166666667,29,100,100,0,100,100,100,100,1,1,110,0,4,2,100,100,-1,100,-1,0,1,1,0,0,3,11.407408,1
48,0,2,0.5,56,75,100,0,0,0,100,100,4,5,146,0,14,2,50,-1,-1,75,-1,37,0,0,0,0,3,4.7586207,1
54,0,2,0.272727273,117,50,100,0,0,0,100,100,8,30,126,0,24,20,93,-1,-1,50,100,50,0,0,0,0,4,2.1050308,0
