@relation TEST

@attribute id numeric
@attribute c1.txt_sc0 numeric
@attribute c10.txt_sc0 numeric
@attribute c11.txt_sc0 numeric
@attribute c12.txt_sc0 numeric
@attribute c13.txt_sc0 numeric
@attribute c14.txt_sc0 numeric
@attribute c14.txt_sc1 numeric
@attribute c14.txt_sc2 numeric
@attribute c14.txt_sc3 numeric
@attribute c15.txt_sc0 numeric
@attribute c16.txt_sc0 numeric
@attribute c17.txt_sc0 numeric
@attribute c18.txt_sc0 numeric
@attribute c19.txt_sc0 numeric
@attribute c2.txt_sc0 numeric
@attribute c20.txt_sc0 numeric
@attribute c21.txt_sc0 numeric
@attribute c22.txt_sc0 numeric
@attribute c22.txt_sc1 numeric
@attribute c22.txt_sc2 numeric
@attribute c22.txt_sc3 numeric
@attribute c22.txt_sc4 numeric
@attribute c23.txt_sc0 numeric
@attribute c3.txt_sc0 numeric
@attribute c4.txt_sc0 numeric
@attribute c5.txt_sc0 numeric
@attribute c6.txt_sc0 numeric
@attribute c7.txt_sc0 numeric
@attribute c8.txt_sc0 numeric
@attribute c9.txt_sc0 numeric

@data
29.706517,10,8,0.12,297,40,100,100,0,100,100,100,20,21,354,0.454545,58,13,100,100,-1,100,100,49,0.545455,0.666667,0.083333,0.25,6,1.462725,0
29.909447,0,2,0.3,255,45,100,100,0,100,100,100,20,37,302,0.24,52,9,100,100,-1,100,100,47,0.76,0.473684,0.157895,0.315789,4,1.315733,0
47.069303,0,0,0.285714,48,50,100,0,0,0,100,100,2,1,198,0,9,0,100,-1,-1,75,-1,33,0,0,0,0,3,12.675324,6
58.161643,0,4,0.2,93,50,100,0,100,100,100,100,2,1,420,1,19,2,100,100,-1,100,-1,47,0,0,0,0,4,9.706612,1
34.052447,0,0,1,36,100,100,0,0,100,100,100,1,1,146,0,8,2,100,-1,-1,100,-1,40,0,0,0,0,4,6.457944,0
38.895594,0,2,0.142857,132,54.545456,100,0,0,100,100,100,11,11,159,1,28,4,100,-1,-1,100,-1,45,0,0,0,0,4,1.440223,0
39.48436,0,1,0.285714,39,50,100,0,0,100,100,100,2,1,45,0.666667,10,8,100,-1,-1,100,-1,33,0.333333,0,0,0,5,1.676471,0
50.10883,3,7,0.230769,203,60,100,0,100,100,100,100,10,30,208,0,27,3,55,100,-1,100,-1,50,1,1,0,0.6,4,1.142416,0
45.855051,3,5,0.181818,248,50,100,0,100,100,100,100,10,31,253,0.222222,39,11,64,100,-1,80,-1,48,0.777778,0.857143,0,0.571429,4,1.237895,1
45.715262,18,5,0.190476,327,33.333332,100,0,100,100,87.5,87.5,24,35,337,0,48,5,66,100,-1,100,-1,47,1,1,0,0.6,6,1.682999,0
52.281871,19,3,0.129032,368,47.36842,100,100,100,100,84.210526,73.684212,19,48,393,0.117647,46,3,68,57,-1,50,100,48,0.882353,0.666667,0,0.6,5,1.466652,4
48.614316,20,4,0.114286,436,45,100,100,100,100,80,70,20,56,460,0.210526,54,6,56,50,-1,50,100,50,0.789474,0.666667,0,0.6,5,1.475335,4
48.744776,20,4,0.114286,439,45,100,100,100,100,80,70,20,56,463,0.210526,54,6,56,50,-1,50,100,50,0.789474,0.666667,0,0.6,5,1.473238,4
49.944604,2,1,0.5,25,50,100,0,100,100,100,100,2,1,30,0,8,4,100,100,-1,100,-1,25,1,0,0,1,3,1.660944,0
75.146116,0,3,0.122449,532,62.903225,100,0,0,0,100,100,62,65,2216,0.8125,38,2,75,100,-1,100,-1,51,0.1875,0.666667,0,0,4,10.064081,0
46.002431,0,0,-1,5,0,0,0,0,0,0,0,0,0,8,0,4,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,5.333334,0
41.070112,0,0,-1,28,0,0,0,0,0,0,0,0,2,34,0,7,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,1.457778,0
47.431922,0,0,-1,38,0,0,0,0,0,0,0,0,0,46,0,9,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,2.810077,0
40.094521,0,2,0.133333,378,44.444443,100,0,0,0,100,100,36,38,1655,0.722222,32,3,55,100,-1,100,-1,50,0.277778,1,0,0,5,11.215561,1
48.220059,0,0,-1,28,0,0,0,0,0,0,0,0,0,33,0,6,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,2.517857,0
48.40158,0,0,-1,27,0,0,0,100,0,0,0,0,0,31,0,5,0,-1,100,-1,-1,-1,0,0,0,0,0,0,1.511278,0
34.467031,0,0,0.2,42,50,100,0,100,100,100,100,2,1,159,0,15,2,100,100,-1,100,-1,46,0,0,0,0,4,11.6,1
42.56163,0,1,0.25,40,50,100,0,0,100,100,100,2,1,45,0,16,2,100,-1,-1,100,-1,44,0,0,0,0,4,1.085714,0
60.981786,0,3,0.2,65,100,100,0,0,100,100,100,1,1,132,0,18,1,100,-1,-1,62,-1,55,0,0,0,0,4,0.89486,1
38.829744,12,1,0.363636,249,35.294117,100,0,0,0,88.235291,88.235291,17,19,679,0,41,3,70,100,-1,50,-1,0,0,0,0,0,3,2.543299,0
38.052723,12,2,0.363636,254,35.294117,100,0,0,0,88.235291,88.235291,17,19,947,0,44,6,63,100,-1,50,-1,0,0,0,0,0,3,2.775454,0
65.425106,13,2,0.152174,385,34.615383,100,0,0,0,73.07692,65.384613,26,32,863,1,51,3,42,-1,-1,36,-1,0,0,0,0,0,3,2.521822,2
19.751123,28,6,0.153846,595,29.268293,100,0,0,0,85.365852,85.365852,41,59,1389,1,142,9,100,100,-1,100,-1,54,0,0,0,0,3,2.170511,1
49.918458,0,1,0.142857,100,66.666664,100,0,0,0,100,100,3,3,393,1,21,6,25,-1,-1,33,-1,46,0,0,0,0,4,7.717315,0
55.617168,1,5,0.266667,159,69.23077,100,0,0,100,100,100,13,9,615,0,30,5,85,-1,-1,100,-1,53,0,0,0,0,4,9.79351,2
43.454978,13,2,0.235294,385,33.333332,100,0,0,0,100,100,21,21,1359,0.416667,78,24,63,-1,-1,70,-1,50,0.583333,0.714286,0,0.142857,4,8.240101,0
62.39809,25,5,0.111111,449,43.75,100,0,0,100,100,100,32,25,1332,0.410256,87,18,50,100,-1,52,-1,46,0.589744,0.391304,0,0.26087,4,6.706827,0
49.336182,13,4,0.181818,360,47.058823,100,0,0,100,70.588234,70.588234,17,17,938,0.47619,94,20,52,-1,-1,80,-1,48,0.52381,0.636364,0,0.090909,4,3.705349,1
82.599969,1,5,0.142857,115,55.555557,100,0,0,0,100,100,9,7,444,0,26,11,50,100,-1,60,-1,52,0,0,0,0,4,12.113861,6
49.728915,6,2,0.137931,157,58.333332,100,0,100,100,91.666664,100,12,10,713,0,40,10,88,100,-1,88,-1,47,1,0.142857,0,0,4,11.120846,0
43.766061,0,0,0.25,54,50,100,0,100,100,100,100,2,1,266,1,21,3,100,100,-1,80,-1,53,0,0,0,0,5,10.217822,0
47.911863,10,2,0.142857,263,37.5,100,0,0,100,68.75,68.75,16,15,937,0.357143,156,15,93,-1,-1,66,-1,0,0.642857,0.888889,0,0.222222,3,3.790459,2
52.808037,10,2,0.142857,261,37.5,100,0,0,100,68.75,68.75,16,15,933,0.333333,160,15,93,-1,-1,66,-1,0,0.666667,1,0,0.25,3,3.790528,2
49.304266,10,2,0.137931,273,30,100,0,0,100,55,55,20,18,977,0.333333,158,15,93,-1,-1,55,-1,60,0.666667,1,0,0.166667,3,3.998765,0
41.341675,3,1,0.3,58,50,100,0,0,100,100,100,2,3,63,0,9,2,100,-1,100,100,-1,40,0,0,0,0,4,1.747049,2
40.17491,13,1,0.136364,227,56.25,100,0,0,0,62.5,62.5,16,17,256,0,31,11,90,100,-1,55,-1,0,1,1,0,0.666667,3,1.961104,0
51.393301,11,4,0.3,194,53.846153,100,0,0,100,100,100,13,11,536,0.466667,38,7,50,-1,-1,70,-1,40,0.533333,0.5,0,0.125,4,6.292793,1
38.890307,30,2,0.285714,481,33.333332,100,0,0,0,92.307693,92.307693,39,53,531,0,66,6,92,-1,-1,66,-1,0,0,0,0,0,3,1.719626,0
39.270564,35,2,0.2,632,38.77551,100,0,0,0,85.714287,85.714287,49,66,660,0,82,6,95,100,-1,52,-1,49,1,0,0,0,3,1.862411,0
39.597135,3,1,0.4,52,50,100,0,0,100,100,100,2,1,57,0,7,2,100,-1,100,100,-1,33,0,0,0,0,4,1.760073,2
